,dateorder,idbill,idproduct,qty,price
158709,2020-10-23,32354,30365,1.0,5.71
158716,2020-10-23,32369,30365,1.0,5.71
158784,2020-10-23,32477,30365,1.0,5.71
158787,2020-10-23,32479,30365,1.0,5.71
158832,2020-10-23,33263,30365,1.0,5.71
158851,2020-10-23,33308,30365,1.0,5.71
158862,2020-10-23,33319,30365,1.0,5.71
158900,2020-10-23,33419,30365,1.0,5.71
158901,2020-10-23,35289,30365,1.0,5.71
159005,2020-10-23,35796,30365,1.0,5.71
159018,2020-10-23,35812,30365,1.0,5.71
159040,2020-10-23,37223,30365,1.0,5.71
159050,2020-10-23,37277,30365,1.0,5.71
159099,2020-10-23,37701,30365,1.0,5.71
159106,2020-10-23,37715,30365,1.0,5.71
159151,2020-10-23,38164,30365,1.0,5.71
159155,2020-10-23,38168,30365,1.0,5.71
159183,2020-10-23,38395,30365,2.0,11.42
159190,2020-10-23,38454,30365,1.0,5.71
159239,2020-10-23,41901,30365,1.0,5.71
159289,2020-10-23,42001,30365,1.0,5.71
159294,2020-10-23,42028,30365,1.0,5.71
159319,2020-10-23,43435,30365,1.0,5.71
159348,2020-10-23,43533,30365,1.0,5.71
159389,2020-10-23,43856,30365,1.0,5.71
159407,2020-10-23,47793,30365,1.0,5.71
159449,2020-10-23,49165,30365,1.0,5.71
159455,2020-10-23,49257,30365,1.0,5.71
159464,2020-10-23,49285,30365,1.0,5.71
159465,2020-10-23,49293,30365,2.0,11.42
159489,2020-10-23,49937,30365,2.0,11.42
159495,2020-10-23,49956,30365,1.0,5.71
159509,2020-10-23,49997,30365,1.0,5.71
159535,2020-10-23,50481,30365,1.0,5.71
159562,2020-10-23,50546,30365,1.0,5.71
159575,2020-10-23,50579,30365,1.0,5.71
159624,2020-10-23,50658,30365,1.0,5.71
159655,2020-10-23,50702,30365,1.0,5.71
159698,2020-10-23,50834,30365,1.0,5.71
159704,2020-10-23,51353,30365,1.0,5.71
159705,2020-10-23,51355,30365,1.0,5.71
159729,2020-10-23,51406,30365,1.0,5.71
159749,2020-10-23,51437,30365,1.0,5.71
159751,2020-10-23,51442,30365,1.0,5.71
159773,2020-10-23,51481,30365,1.0,5.71
159782,2020-10-23,51507,30365,1.0,5.71
159803,2020-10-23,51587,30365,1.0,5.71
159824,2020-10-23,51643,30365,1.0,5.71
159827,2020-10-23,51647,30365,1.0,5.71
159863,2020-10-23,52570,30365,4.0,22.84
159884,2020-10-23,52740,30365,1.0,5.71
159894,2020-10-23,52782,30365,1.0,5.71
159897,2020-10-23,52783,30365,1.0,5.71
159901,2020-10-23,52832,30365,1.0,5.42
159920,2020-10-23,52939,30365,1.0,5.71
159928,2020-10-23,52986,30365,1.0,5.71
159990,2020-10-23,59705,30365,1.0,5.71
160003,2020-10-23,59745,30365,2.0,11.42
160014,2020-10-23,59765,30365,2.0,11.42
160033,2020-10-23,59821,30365,1.0,5.71
160035,2020-10-23,59834,30365,1.0,5.71
160039,2020-10-23,59853,30365,1.0,5.71
160040,2020-10-23,59857,30365,1.0,5.71
160117,2020-10-23,60622,30365,1.0,5.71
160135,2020-10-23,60657,30365,1.0,5.71
160177,2020-10-23,60733,30365,2.0,11.42
160178,2020-10-23,60734,30365,1.0,5.71
160180,2020-10-23,60741,30365,1.0,5.71
160193,2020-10-23,60775,30365,3.0,17.13
160204,2020-10-23,60811,30365,2.0,11.42
160214,2020-10-23,60859,30365,1.0,5.71
160216,2020-10-23,60877,30365,4.0,22.84
160219,2020-10-23,60900,30365,1.0,5.71
160415,2020-10-23,65685,30365,1.0,5.71
160420,2020-10-23,65700,30365,1.0,5.71
160458,2020-10-23,65750,30365,2.0,11.42
160574,2020-10-23,67402,30365,1.0,5.71
160583,2020-10-23,70061,30365,1.0,5.71
160601,2020-10-23,70182,30365,1.0,5.71
160612,2020-10-23,70322,30365,1.0,5.71
160627,2020-10-23,70635,30365,1.0,5.71
160645,2020-10-23,70722,30365,1.0,5.71
160651,2020-10-23,70769,30365,1.0,5.71
160671,2020-10-23,70826,30365,1.0,5.71
160714,2020-10-23,71249,30365,1.0,5.71
160728,2020-10-23,71307,30365,1.0,5.71
160748,2020-10-23,71331,30365,4.0,22.84
160753,2020-10-23,71336,30365,1.0,5.71
160761,2020-10-23,71356,30365,1.0,5.71
160762,2020-10-23,71359,30365,1.0,5.71
160770,2020-10-23,71370,30365,1.0,5.71
160843,2020-10-23,71491,30365,2.0,11.42
160873,2020-10-23,71583,30365,1.0,5.71
160882,2020-10-23,72076,30365,1.0,5.71
160916,2020-10-23,72206,30365,1.0,5.71
160931,2020-10-23,72274,30365,2.0,11.42
160932,2020-10-23,72279,30365,1.0,5.71
160937,2020-10-23,72332,30365,1.0,5.71
160940,2020-10-23,72376,30365,1.0,5.71
160950,2020-10-23,72427,30365,1.0,5.71
161018,2020-10-23,79466,30365,1.0,5.71
161021,2020-10-23,79528,30365,1.0,5.71
161039,2020-10-23,79642,30365,1.0,5.71
161055,2020-10-23,79775,30365,1.0,5.71
161068,2020-10-23,79912,30365,1.0,5.71
161072,2020-10-23,79938,30365,1.0,5.71
161088,2020-10-23,80043,30365,1.0,5.71
161092,2020-10-23,80048,30365,1.0,5.71
161128,2020-10-23,80220,30365,1.0,5.71
161142,2020-10-23,80953,30365,1.0,5.71
161143,2020-10-23,80959,30365,1.0,5.71
161190,2020-10-23,81263,30365,1.0,5.71
161191,2020-10-23,81299,30365,1.0,5.71
161198,2020-10-23,81347,30365,2.0,11.42
161247,2020-10-23,82901,30365,1.0,5.71
161271,2020-10-23,83140,30365,1.0,5.71
161277,2020-10-23,85455,30365,3.0,17.13
161303,2020-10-23,85571,30365,2.0,11.42
161304,2020-10-23,85575,30365,1.0,5.71
161321,2020-10-23,85678,30365,2.0,11.42
161326,2020-10-23,85713,30365,1.0,5.71
161330,2020-10-23,85745,30365,2.0,11.42
161342,2020-10-23,90354,30365,3.0,17.13
161358,2020-10-23,90426,30365,1.0,5.71
161378,2020-10-23,90479,30365,1.0,5.71
161390,2020-10-23,90516,30365,4.0,22.84
161406,2020-10-23,90587,30365,3.0,17.13
161428,2020-10-23,90724,30365,2.0,11.42
161445,2020-10-23,90785,30365,2.0,11.42
161455,2020-10-23,90819,30365,1.0,5.71
161478,2020-10-23,93714,30365,2.0,11.42
161537,2020-10-23,93850,30365,2.0,11.42
161546,2020-10-23,93886,30365,1.0,5.71
161621,2020-10-23,94124,30365,1.0,5.71
161629,2020-10-23,94155,30365,2.0,11.42
161630,2020-10-23,94166,30365,1.0,5.71
161651,2020-10-23,96594,30365,1.0,5.71
161656,2020-10-23,96613,30365,1.0,5.71
161664,2020-10-23,96644,30365,1.0,5.71
161668,2020-10-23,96653,30365,1.0,5.71
161675,2020-10-23,96692,30365,1.0,5.71
161676,2020-10-23,96702,30365,1.0,5.71
161703,2020-10-23,99277,30365,1.0,5.71
161761,2020-10-23,99511,30365,1.0,5.71
161777,2020-10-23,99557,30365,1.0,5.71
161798,2020-10-23,104946,30365,1.0,5.71
161809,2020-10-23,105029,30365,1.0,5.71
161815,2020-10-23,105071,30365,2.0,11.42
161905,2020-10-23,122838,30365,1.0,5.71
161907,2020-10-23,122900,30365,1.0,5.71
161951,2020-10-23,126127,30365,1.0,5.71
161969,2020-10-23,126230,30365,2.0,11.42
161991,2020-10-23,126532,30365,1.0,5.71
162037,2020-10-23,129444,30365,1.0,6.04
162100,2020-10-23,129809,30365,1.0,6.04
162122,2020-10-23,129958,30365,1.0,6.04
162225,2020-10-23,150684,30365,3.0,17.13
162234,2020-10-23,150701,30365,1.0,5.71
162330,2020-10-23,158447,30365,1.0,5.71
162352,2020-10-23,158566,30365,1.0,5.71
162372,2020-10-23,158673,30365,1.0,5.71
162410,2020-10-23,168713,30365,2.0,11.42
162417,2020-10-23,168720,30365,1.0,5.71
162468,2020-10-23,174607,30365,1.0,5.71
162530,2020-10-23,174780,30365,1.0,5.71
162560,2020-10-23,199553,30365,1.0,5.71
162593,2020-10-23,199813,30365,1.0,5.71
162594,2020-10-23,199815,30365,1.0,5.71
162623,2020-10-23,200970,30365,1.0,5.71
162631,2020-10-23,201016,30365,1.0,5.71
162648,2020-10-23,201120,30365,1.0,5.71
162649,2020-10-23,201122,30365,1.0,5.71
162661,2020-10-23,201153,30365,1.0,5.71
162702,2020-10-23,201791,30365,1.0,5.71
162711,2020-10-23,201832,30365,2.0,11.42
162730,2020-10-23,201892,30365,1.0,5.71
162734,2020-10-23,201908,30365,2.0,11.42
162750,2020-10-23,201929,30365,1.0,5.71
162777,2020-10-23,202045,30365,1.0,5.71
162787,2020-10-23,202077,30365,1.0,5.71
162801,2020-10-23,232514,30365,2.0,11.42
162804,2020-10-23,232539,30365,1.0,5.71
162817,2020-10-23,232577,30365,1.0,5.71
162827,2020-10-23,232612,30365,1.0,5.71
162846,2020-10-23,232671,30365,2.0,12.3
162849,2020-10-23,232676,30365,1.0,5.71
162880,2020-10-23,255966,30365,1.0,5.71
162882,2020-10-23,255984,30365,1.0,5.71
162898,2020-10-23,256082,30365,2.0,11.42
162918,2020-10-23,256157,30365,1.0,5.71
162947,2020-10-23,256254,30365,1.0,5.71
162958,2020-10-23,256307,30365,1.0,5.71
162968,2020-10-23,257129,30365,1.0,5.71
162979,2020-10-23,257176,30365,1.0,5.71
162986,2020-10-23,257224,30365,1.0,5.71
162993,2020-10-23,257279,30365,1.0,5.71
163023,2020-10-23,270664,30365,1.0,5.71
163024,2020-10-23,270665,30365,2.0,12.3
163029,2020-10-23,270680,30365,1.0,5.71
163030,2020-10-23,270683,30365,1.0,5.71
163066,2020-10-23,270828,30365,1.0,5.71
163073,2020-10-23,270845,30365,1.0,5.71
163093,2020-10-23,284962,30365,1.0,5.71
163097,2020-10-23,284973,30365,1.0,5.42
163112,2020-10-23,285092,30365,2.0,11.42
163122,2020-10-23,285147,30365,2.0,11.42
163126,2020-10-23,285149,30365,1.0,5.71
163128,2020-10-23,285155,30365,1.0,5.71
163129,2020-10-23,285165,30365,1.0,5.71
163177,2020-10-23,285361,30365,1.0,5.71
163180,2020-10-23,285375,30365,3.0,17.13
163210,2020-10-23,333733,30365,1.0,5.71
163214,2020-10-23,333753,30365,1.0,5.71
163246,2020-10-23,333948,30365,1.0,5.71
163252,2020-10-23,354236,30365,1.0,5.71
163256,2020-10-23,354237,30365,1.0,5.71
163295,2020-10-23,354364,30365,1.0,5.71
163341,2020-10-23,354516,30365,1.0,5.71
163344,2020-10-23,354529,30365,1.0,5.71
163377,2020-10-23,490025,30365,1.0,5.71
163395,2020-10-24,11876,30365,1.0,5.71
163402,2020-10-24,14853,30365,1.0,5.71
163416,2020-10-24,20174,30365,1.0,5.71
163421,2020-10-24,20518,30365,2.0,11.42
163435,2020-10-24,24769,30365,1.0,5.71
163474,2020-10-24,30730,30365,1.0,5.71
163495,2020-10-24,31023,30365,1.0,5.71
163498,2020-10-24,31035,30365,1.0,5.71
163510,2020-10-24,31072,30365,1.0,5.71
163518,2020-10-24,31091,30365,1.0,5.71
163530,2020-10-24,37516,30365,1.0,5.71
163532,2020-10-24,37528,30365,1.0,5.71
163548,2020-10-24,37904,30365,1.0,5.71
163552,2020-10-24,37936,30365,1.0,5.71
163573,2020-10-24,38629,30365,1.0,5.71
163614,2020-10-24,48024,30365,2.0,11.42
163617,2020-10-24,48055,30365,1.0,5.53
163625,2020-10-24,48141,30365,1.0,5.71
163631,2020-10-24,49408,30365,1.0,5.71
163633,2020-10-24,49415,30365,2.0,11.42
163643,2020-10-24,49447,30365,2.0,11.42
163645,2020-10-24,49471,30365,1.0,5.71
163653,2020-10-24,49539,30365,1.0,5.71
163668,2020-10-24,50239,30365,1.0,5.71
163671,2020-10-24,50270,30365,1.0,5.71
163692,2020-10-24,50826,30365,1.0,5.71
163695,2020-10-24,50875,30365,1.0,5.71
163713,2020-10-24,50994,30365,1.0,5.71
163715,2020-10-24,51006,30365,1.0,5.71
163716,2020-10-24,51699,30365,1.0,5.71
163737,2020-10-24,51772,30365,1.0,5.71
163747,2020-10-24,51800,30365,1.0,5.71
163757,2020-10-24,51851,30365,1.0,5.71
163780,2020-10-24,52897,30365,2.0,11.42
163788,2020-10-24,52935,30365,1.0,5.71
163835,2020-10-24,60137,30365,1.0,5.71
163838,2020-10-24,60198,30365,1.0,5.71
163884,2020-10-24,60960,30365,2.0,11.42
163887,2020-10-24,61000,30365,2.0,11.42
163888,2020-10-24,61001,30365,1.0,5.71
163890,2020-10-24,61007,30365,2.0,11.42
163896,2020-10-24,61030,30365,1.0,5.71
163898,2020-10-24,61071,30365,2.0,11.42
163914,2020-10-24,65824,30365,1.0,5.71
163917,2020-10-24,65841,30365,1.0,5.71
163922,2020-10-24,65870,30365,1.0,5.71
163964,2020-10-24,66134,30365,1.0,5.71
163980,2020-10-24,66240,30365,1.0,5.71
163983,2020-10-24,66303,30365,2.0,11.42
163998,2020-10-24,70482,30365,1.0,5.71
164015,2020-10-24,71577,30365,1.0,5.71
164024,2020-10-24,71625,30365,1.0,5.71
164030,2020-10-24,71629,30365,1.0,5.71
164049,2020-10-24,71678,30365,1.0,5.71
164055,2020-10-24,71725,30365,1.0,5.71
164070,2020-10-24,71794,30365,1.0,5.71
164092,2020-10-24,72582,30365,1.0,5.71
164093,2020-10-24,72615,30365,1.0,5.71
164141,2020-10-24,80495,30365,1.0,5.71
164144,2020-10-24,80521,30365,1.0,5.71
164147,2020-10-24,80551,30365,1.0,5.71
164165,2020-10-24,81441,30365,1.0,5.71
164167,2020-10-24,81449,30365,1.0,5.71
164168,2020-10-24,81450,30365,1.0,5.71
164170,2020-10-24,81478,30365,1.0,5.71
164184,2020-10-24,81603,30365,1.0,5.71
164186,2020-10-24,81606,30365,1.0,5.71
164194,2020-10-24,83221,30365,1.0,5.71
164204,2020-10-24,83307,30365,1.0,5.71
164226,2020-10-24,85898,30365,1.0,5.71
164234,2020-10-24,85946,30365,1.0,5.71
164236,2020-10-24,85976,30365,1.0,5.71
164240,2020-10-24,85993,30365,1.0,5.71
164250,2020-10-24,86103,30365,1.0,5.71
164287,2020-10-24,91068,30365,1.0,5.71
164288,2020-10-24,91071,30365,1.0,5.71
164292,2020-10-24,91086,30365,1.0,5.71
164305,2020-10-24,94246,30365,2.0,11.42
164348,2020-10-24,94384,30365,1.0,5.71
164365,2020-10-24,94440,30365,1.0,5.71
164378,2020-10-24,99785,30365,1.0,5.71
164390,2020-10-24,99885,30365,1.0,5.71
164394,2020-10-24,105182,30365,1.0,5.71
164435,2020-10-24,123165,30365,1.0,5.71
164456,2020-10-24,126693,30365,1.0,5.71
164463,2020-10-24,126731,30365,1.0,5.71
164464,2020-10-24,126739,30365,1.0,5.71
164474,2020-10-24,126836,30365,1.0,5.71
164483,2020-10-24,126882,30365,1.0,5.71
164506,2020-10-24,150834,30365,1.0,5.71
164510,2020-10-24,158699,30365,1.0,5.71
164514,2020-10-24,158725,30365,1.0,5.71
164524,2020-10-24,158819,30365,1.0,5.71
164547,2020-10-24,169060,30365,1.0,5.71
164596,2020-10-24,175040,30365,1.0,5.71
164608,2020-10-24,175111,30365,1.0,5.71
164619,2020-10-24,199948,30365,1.0,5.71
164623,2020-10-24,199986,30365,1.0,5.71
164626,2020-10-24,200013,30365,1.0,5.71
164646,2020-10-24,201251,30365,1.0,5.71
164654,2020-10-24,201260,30365,1.0,5.71
164677,2020-10-24,202205,30365,1.0,5.71
164688,2020-10-24,202244,30365,1.0,5.71
164689,2020-10-24,202252,30365,1.0,5.71
164706,2020-10-24,202368,30365,1.0,5.71
164710,2020-10-24,232894,30365,1.0,5.71
164718,2020-10-24,232914,30365,1.0,5.71
164723,2020-10-24,232932,30365,1.0,5.71
164734,2020-10-24,233087,30365,1.0,5.71
164739,2020-10-24,256383,30365,1.0,5.71
164746,2020-10-24,256443,30365,1.0,5.71
164750,2020-10-24,256501,30365,1.0,5.71
164761,2020-10-24,256567,30365,1.0,5.71
164764,2020-10-24,256586,30365,1.0,5.71
164774,2020-10-24,257511,30365,1.0,5.71
164786,2020-10-24,257653,30365,1.0,5.71
164802,2020-10-24,271183,30365,1.0,5.71
164816,2020-10-24,285473,30365,1.0,5.42
164826,2020-10-24,285505,30365,1.0,5.71
164828,2020-10-24,285527,30365,1.0,5.71
164832,2020-10-24,285547,30365,1.0,5.71
164833,2020-10-24,285549,30365,1.0,5.71
164840,2020-10-24,285584,30365,1.0,5.71
164852,2020-10-24,334016,30365,2.0,11.42
164863,2020-10-24,334074,30365,1.0,5.71
164899,2020-10-24,354928,30365,1.0,5.71
164908,2020-10-24,354980,30365,1.0,5.71
164915,2020-10-24,355005,30365,1.0,5.71
164936,2020-10-24,490473,30365,1.0,5.71
164969,2020-10-25,38813,30365,1.0,5.71
164972,2020-10-25,38845,30365,2.0,11.42
164976,2020-10-25,38889,30365,1.0,5.71
164984,2020-10-25,41581,30365,1.0,5.71
164985,2020-10-25,41582,30365,1.0,5.71
164998,2020-10-25,48268,30365,2.0,11.42
165029,2020-10-25,50439,30365,1.0,5.71
165033,2020-10-25,50497,30365,1.0,5.71
165038,2020-10-25,51057,30365,2.0,11.42
165040,2020-10-25,51108,30365,1.0,5.71
165061,2020-10-25,51910,30365,1.0,5.71
165065,2020-10-25,51942,30365,2.0,11.42
165083,2020-10-25,53064,30365,2.0,11.42
165100,2020-10-25,60255,30365,1.0,5.71
165123,2020-10-25,61026,30365,1.0,5.71
165137,2020-10-25,61088,30365,1.0,5.71
165144,2020-10-25,61181,30365,2.0,11.42
165147,2020-10-25,61209,30365,1.0,5.71
165148,2020-10-25,61234,30365,1.0,5.71
165149,2020-10-25,61236,30365,1.0,5.71
165152,2020-10-25,61237,30365,1.0,5.71
165153,2020-10-25,61276,30365,1.0,5.71
165164,2020-10-25,61310,30365,1.0,5.71
165168,2020-10-25,66043,30365,1.0,5.71
165176,2020-10-25,66101,30365,1.0,5.71
165203,2020-10-25,70566,30365,1.0,5.71
165211,2020-10-25,71654,30365,1.0,5.71
165224,2020-10-25,71724,30365,1.0,5.71
165226,2020-10-25,71739,30365,1.0,5.71
165227,2020-10-25,71757,30365,2.0,11.42
165246,2020-10-25,71951,30365,1.0,5.71
165273,2020-10-25,72726,30365,2.0,11.42
165276,2020-10-25,72755,30365,2.0,11.42
165279,2020-10-25,72767,30365,1.0,5.71
165280,2020-10-25,72788,30365,1.0,5.71
165295,2020-10-25,80577,30365,1.0,5.71
165299,2020-10-25,80644,30365,1.0,5.71
165301,2020-10-25,80661,30365,1.0,5.71
165315,2020-10-25,81716,30365,1.0,5.71
165324,2020-10-25,81840,30365,1.0,5.71
165373,2020-10-25,86309,30365,1.0,5.71
165376,2020-10-25,86328,30365,1.0,5.71
165377,2020-10-25,86329,30365,1.0,5.71
165380,2020-10-25,86337,30365,1.0,5.71
165396,2020-10-25,91155,30365,1.0,5.71
165397,2020-10-25,91165,30365,1.0,5.71
165404,2020-10-25,91223,30365,1.0,5.71
165409,2020-10-25,91252,30365,1.0,5.71
165410,2020-10-25,94444,30365,1.0,5.71
165413,2020-10-25,94445,30365,1.0,5.71
165426,2020-10-25,94490,30365,1.0,5.71
165441,2020-10-25,94560,30365,1.0,5.71
165448,2020-10-25,99930,30365,1.0,5.71
165452,2020-10-25,99979,30365,1.0,5.71
165454,2020-10-25,100021,30365,1.0,5.71
165456,2020-10-25,105286,30365,1.0,5.71
165460,2020-10-25,123261,30365,1.0,5.71
165461,2020-10-25,123264,30365,1.0,5.71
165478,2020-10-25,126930,30365,1.0,5.71
165480,2020-10-25,126947,30365,1.0,5.71
165493,2020-10-25,127017,30365,1.0,5.71
165512,2020-10-25,127115,30365,1.0,5.71
165518,2020-10-25,127152,30365,1.0,5.71
165551,2020-10-25,130571,30365,2.0,12.08
165617,2020-10-25,130865,30365,1.0,6.04
165662,2020-10-25,131174,30365,1.0,6.04
165689,2020-10-25,158964,30365,1.0,5.71
165713,2020-10-25,169248,30365,1.0,5.71
165717,2020-10-25,175134,30365,1.0,5.71
165735,2020-10-25,175207,30365,1.0,5.71
165761,2020-10-25,201308,30365,1.0,5.71
165781,2020-10-25,202518,30365,1.0,5.71
165782,2020-10-25,202532,30365,1.0,5.71
165795,2020-10-25,233250,30365,1.0,5.71
165801,2020-10-25,233303,30365,1.0,5.71
165804,2020-10-25,233354,30365,1.0,5.71
165805,2020-10-25,233366,30365,1.0,5.71
165808,2020-10-25,233369,30365,1.0,5.71
165814,2020-10-25,233409,30365,1.0,5.71
165816,2020-10-25,256742,30365,1.0,5.71
165824,2020-10-25,256814,30365,1.0,5.71
165831,2020-10-25,256922,30365,2.0,11.42
165836,2020-10-25,257729,30365,1.0,5.71
165839,2020-10-25,271328,30365,1.0,5.71
165853,2020-10-25,271403,30365,1.0,5.71
165857,2020-10-25,271438,30365,1.0,5.71
165859,2020-10-25,271476,30365,1.0,5.71
165863,2020-10-25,271509,30365,1.0,5.71
165869,2020-10-25,285651,30365,1.0,5.71
165903,2020-10-25,355309,30365,1.0,5.71
165909,2020-10-25,355317,30365,1.0,5.71
165985,2020-10-26,3728,30365,1.0,5.71
166033,2020-10-26,5404,30365,1.0,5.71
166088,2020-10-26,14084,30365,1.0,6.04
166107,2020-10-26,14103,30365,1.0,6.04
166220,2020-10-26,19445,30365,2.0,11.42
166289,2020-10-26,19768,30365,1.0,5.71
166292,2020-10-26,19775,30365,1.0,5.71
166348,2020-10-26,19845,30365,1.0,5.71
166433,2020-10-26,22726,30365,1.0,5.71
166504,2020-10-26,25037,30365,1.0,5.71
166532,2020-10-26,25116,30365,1.0,5.71
166559,2020-10-26,25163,30365,1.0,5.71
166576,2020-10-26,29665,30365,1.0,5.71
166588,2020-10-26,29698,30365,2.0,11.42
166628,2020-10-26,30821,30365,1.0,5.71
166665,2020-10-26,30908,30365,1.0,5.71
166666,2020-10-26,30909,30365,1.0,5.71
166671,2020-10-26,30914,30365,1.0,5.71
166678,2020-10-26,30925,30365,1.0,5.71
166740,2020-10-26,31252,30365,1.0,5.71
166757,2020-10-26,32519,30365,1.0,5.71
166782,2020-10-26,32590,30365,2.0,11.42
166788,2020-10-26,32602,30365,1.0,5.71
166796,2020-10-26,32637,30365,2.0,11.42
166802,2020-10-26,32643,30365,1.0,5.71
166807,2020-10-26,33151,30365,1.0,5.71
166828,2020-10-26,33460,30365,2.0,11.42
166968,2020-10-26,37703,30365,1.0,5.71
167016,2020-10-26,38356,30365,1.0,5.71
167031,2020-10-26,38980,30365,1.0,5.71
167173,2020-10-26,42349,30365,1.0,5.71
167191,2020-10-26,43811,30365,1.0,5.71
167231,2020-10-26,43920,30365,1.0,5.71
167247,2020-10-26,43990,30365,2.0,11.42
167255,2020-10-26,44030,30365,1.0,5.71
167258,2020-10-26,48309,30365,1.0,5.71
167262,2020-10-26,48321,30365,1.0,5.42
167263,2020-10-26,48332,30365,1.0,5.71
167266,2020-10-26,48346,30365,1.0,5.71
167298,2020-10-26,49821,30365,1.0,5.71
167312,2020-10-26,49866,30365,1.0,5.71
167317,2020-10-26,50529,30365,1.0,5.71
167344,2020-10-26,50883,30365,1.0,5.71
167436,2020-10-26,51199,30365,1.0,5.71
167458,2020-10-26,52023,30365,1.0,5.71
167533,2020-10-26,53212,30365,1.0,5.71
167536,2020-10-26,53223,30365,1.0,5.71
167564,2020-10-26,56920,30365,1.0,5.71
167575,2020-10-26,60402,30365,1.0,5.71
167578,2020-10-26,60415,30365,1.0,5.71
167579,2020-10-26,60420,30365,1.0,5.71
167586,2020-10-26,60495,30365,1.0,5.71
167610,2020-10-26,60563,30365,1.0,5.71
167661,2020-10-26,61323,30365,1.0,5.71
167667,2020-10-26,61369,30365,1.0,5.71
167679,2020-10-26,61431,30365,1.0,5.71
167687,2020-10-26,61460,30365,1.0,5.71
167704,2020-10-26,61520,30365,1.0,5.71
167825,2020-10-26,66438,30365,1.0,5.71
167827,2020-10-26,66453,30365,1.0,5.71
167846,2020-10-26,66593,30365,1.0,5.71
167848,2020-10-26,66600,30365,1.0,5.71
167866,2020-10-26,66637,30365,1.0,5.71
167897,2020-10-26,66822,30365,1.0,5.42
167943,2020-10-26,70685,30365,1.0,5.71
167955,2020-10-26,71124,30365,2.0,11.42
167978,2020-10-26,71783,30365,1.0,5.71
168001,2020-10-26,72080,30365,1.0,5.71
168015,2020-10-26,72130,30365,1.0,5.71
168039,2020-10-26,72218,30365,1.0,5.71
168044,2020-10-26,72224,30365,1.0,5.71
168057,2020-10-26,72259,30365,1.0,5.71
168065,2020-10-26,72269,30365,1.0,5.71
168066,2020-10-26,72273,30365,1.0,5.71
168075,2020-10-26,72831,30365,1.0,5.71
168109,2020-10-26,73067,30365,1.0,5.71
168169,2020-10-26,79997,30365,1.0,5.71
168184,2020-10-26,80048,30365,1.0,5.71
168213,2020-10-26,80952,30365,1.0,5.71
168225,2020-10-26,80995,30365,1.0,5.71
168253,2020-10-26,82061,30365,4.0,22.84
168271,2020-10-26,83540,30365,1.0,5.71
168312,2020-10-26,86516,30365,1.0,5.71
168342,2020-10-26,86592,30365,1.0,5.71
168362,2020-10-26,91274,30365,1.0,5.71
168366,2020-10-26,91321,30365,1.0,5.71
168384,2020-10-26,91420,30365,1.0,5.71
168399,2020-10-26,91474,30365,1.0,5.71
168401,2020-10-26,91486,30365,1.0,5.71
168402,2020-10-26,91487,30365,1.0,5.71
168416,2020-10-26,91526,30365,1.0,5.71
168422,2020-10-26,91583,30365,1.0,5.71
168428,2020-10-26,94585,30365,1.0,5.71
168453,2020-10-26,94650,30365,1.0,5.71
168458,2020-10-26,94661,30365,1.0,5.71
168499,2020-10-26,94824,30365,1.0,5.71
168518,2020-10-26,96740,30365,1.0,5.71
168519,2020-10-26,96744,30365,1.0,5.71
168526,2020-10-26,96760,30365,1.0,5.71
168544,2020-10-26,100046,30365,3.0,17.13
168553,2020-10-26,100115,30365,1.0,5.71
168596,2020-10-26,100288,30365,1.0,5.71
168599,2020-10-26,105410,30365,1.0,5.71
168601,2020-10-26,105446,30365,1.0,5.71
168621,2020-10-26,123667,30365,2.0,11.42
168639,2020-10-26,123872,30365,1.0,5.71
168641,2020-10-26,123901,30365,1.0,5.71
168647,2020-10-26,127225,30365,1.0,5.71
168656,2020-10-26,127289,30365,1.0,5.71
168663,2020-10-26,127329,30365,1.0,5.71
168677,2020-10-26,127463,30365,1.0,5.71
168680,2020-10-26,127475,30365,2.0,11.42
168691,2020-10-26,127574,30365,1.0,5.71
168705,2020-10-26,131344,30365,1.0,6.04
168713,2020-10-26,131356,30365,2.0,12.08
168730,2020-10-26,131430,30365,1.0,6.04
168770,2020-10-26,131644,30365,1.0,6.04
168804,2020-10-26,131826,30365,1.0,6.04
168836,2020-10-26,131983,30365,2.0,12.08
168847,2020-10-26,132052,30365,1.0,6.04
168869,2020-10-26,132116,30365,1.0,6.04
168925,2020-10-26,132365,30365,1.0,6.04
168934,2020-10-26,132455,30365,1.0,6.04
168974,2020-10-26,150900,30365,1.0,5.71
169096,2020-10-26,159144,30365,1.0,5.71
169100,2020-10-26,159176,30365,1.0,5.71
169101,2020-10-26,159188,30365,1.0,5.71
169106,2020-10-26,169293,30365,1.0,5.71
169113,2020-10-26,169334,30365,2.0,11.42
169121,2020-10-26,169352,30365,1.0,5.71
169134,2020-10-26,169397,30365,1.0,5.71
169143,2020-10-26,169416,30365,1.0,5.71
169153,2020-10-26,175346,30365,1.0,5.71
169159,2020-10-26,175381,30365,1.0,5.71
169166,2020-10-26,175420,30365,1.0,5.71
169229,2020-10-26,201366,30365,1.0,5.71
169240,2020-10-26,201406,30365,1.0,5.71
169255,2020-10-26,201441,30365,1.0,5.71
169280,2020-10-26,202597,30365,1.0,5.71
169365,2020-10-26,257026,30365,1.0,5.71
169370,2020-10-26,257076,30365,1.0,5.71
169379,2020-10-26,257119,30365,1.0,5.71
